cve_id,description_text,severity,cvss_score,references_count,weaknesses_count,os_count,years_since_published
CVE-2020-2177,,MEDIUM,4.3,4,0,0,5
CVE-2024-22005,,HIGH,8.4,2,0,0,1
CVE-2024-2991,,MEDIUM,6.3,8,0,0,1
CVE-2024-2313,,LOW,2.8,4,0,0,1
CVE-2024-28576,,MEDIUM,5.5,2,0,0,1
CVE-2024-47813,,LOW,2.9,2,0,0,1
CVE-2022-36854,,MEDIUM,4.0,2,0,0,3
CVE-2022-35087,,MEDIUM,5.5,4,0,0,3
CVE-2022-45647,,HIGH,7.5,2,0,0,3
CVE-2022-36387,,HIGH,7.6,4,0,0,3
CVE-2020-1215,,HIGH,7.5,2,0,0,5
CVE-2023-48840,,HIGH,7.5,4,0,0,2
CVE-2021-25444,,MEDIUM,5.5,2,0,0,4
CVE-2020-14784,,HIGH,8.2,2,0,0,5
CVE-2023-0893,,MEDIUM,4.8,2,0,0,2
CVE-2022-34738,,HIGH,7.5,4,0,0,3
CVE-2025-21437,,HIGH,7.8,1,0,0,0
CVE-2024-43400,,CRITICAL,9.0,3,0,0,1
CVE-2025-62801,,HIGH,7.8,2,0,0,0
CVE-2025-29800,,HIGH,7.8,1,0,0,0
CVE-2021-31167,,HIGH,7.8,4,0,0,4
CVE-2024-11957,,CRITICAL,9.3,1,0,0,0
CVE-2022-31659,,HIGH,7.2,2,0,0,3
CVE-2023-43844,,HIGH,8.0,2,0,0,1
CVE-2022-27626,,CRITICAL,10.0,2,0,0,3
CVE-2025-39572,,MEDIUM,6.5,1,0,0,0
CVE-2020-14983,,CRITICAL,9.8,8,0,0,5
CVE-2020-2567,,MEDIUM,4.8,2,0,0,5
CVE-2022-43665,,MEDIUM,5.5,3,0,0,2
CVE-2020-6497,,MEDIUM,6.5,6,0,0,5
CVE-2024-36016,,HIGH,7.7,19,0,0,1
CVE-2021-34636,,HIGH,8.8,4,0,0,4
CVE-2024-6407,,CRITICAL,9.8,2,0,0,1
CVE-2024-11274,,HIGH,8.7,2,0,0,1
CVE-2024-47410,,HIGH,7.8,1,0,0,1
CVE-2022-27656,,MEDIUM,6.1,4,0,0,3
CVE-2021-37063,,CRITICAL,9.8,2,0,0,4
CVE-2021-33515,,MEDIUM,4.8,12,0,0,4
CVE-2021-4017,,HIGH,8.8,4,0,0,4
CVE-2020-10066,,LOW,2.5,2,0,0,4
CVE-2024-28752,,CRITICAL,9.3,6,0,0,1
CVE-2022-28665,,CRITICAL,9.8,2,0,0,3
CVE-2024-39401,,HIGH,8.4,1,0,0,1
CVE-2023-33227,,HIGH,8.0,4,0,0,2
CVE-2025-62066,,HIGH,7.4,1,0,0,0
CVE-2020-36849,,CRITICAL,9.8,7,0,0,0
CVE-2024-36782,,CRITICAL,9.8,2,0,0,1
CVE-2021-34079,,CRITICAL,9.8,4,0,0,3
CVE-2025-8191,,LOW,3.5,6,0,0,0
CVE-2024-32429,,MEDIUM,5.9,2,0,0,1
CVE-2025-10331,,LOW,3.5,5,0,0,0
CVE-2024-41793,,HIGH,8.6,1,0,0,0
CVE-2023-45607,,MEDIUM,6.5,2,0,0,2
CVE-2020-36454,,HIGH,8.1,4,0,0,4
CVE-2023-6598,,MEDIUM,4.3,4,0,0,1
CVE-2025-27499,,MEDIUM,6.1,3,0,0,0
CVE-2020-8432,,CRITICAL,9.8,6,0,0,5
CVE-2024-8944,,HIGH,7.3,5,0,0,1
CVE-2022-39095,,HIGH,7.8,2,0,0,3
CVE-2023-24747,,MEDIUM,5.4,2,0,0,2
CVE-2024-33002,,MEDIUM,6.1,4,0,0,1
CVE-2024-42496,,LOW,2.4,2,0,0,1
CVE-2023-39329,,MEDIUM,6.5,4,0,0,1
CVE-2025-0575,,LOW,3.9,4,0,0,0
CVE-2022-40928,,HIGH,7.2,2,0,0,3
CVE-2025-61595,,HIGH,8.8,2,0,0,0
CVE-2021-39180,,HIGH,8.1,10,0,0,4
CVE-2022-4017,,HIGH,8.8,2,0,0,2
CVE-2023-30264,,CRITICAL,9.8,2,0,0,2
CVE-2024-33928,,HIGH,7.1,2,0,0,1
CVE-2023-50563,,CRITICAL,9.8,2,0,0,2
CVE-2023-32196,,MEDIUM,6.6,2,0,0,1
CVE-2023-4145,,MEDIUM,5.4,4,0,0,2
CVE-2024-7078,,CRITICAL,9.8,1,0,0,1
CVE-2024-34045,,HIGH,7.5,2,0,0,1
CVE-2024-52936,,MEDIUM,4.4,1,0,0,0
CVE-2023-26430,,LOW,3.5,8,0,0,2
CVE-2025-43394,,MEDIUM,5.5,2,0,0,0
CVE-2020-10384,,HIGH,7.8,4,0,0,5
CVE-2024-3799,,HIGH,8.7,6,0,0,1
CVE-2021-0110,,MEDIUM,5.5,2,0,0,4
CVE-2023-50194,,HIGH,7.8,2,0,0,1
CVE-2023-53404,,MEDIUM,5.5,4,0,0,0
CVE-2024-7165,,MEDIUM,6.3,8,0,0,1
CVE-2022-20583,,MEDIUM,6.7,2,0,0,3
CVE-2022-36560,,CRITICAL,9.8,4,0,0,3
CVE-2020-9077,,LOW,3.3,2,0,0,5
CVE-2025-13058,,LOW,3.5,6,0,0,0
CVE-2023-40368,,MEDIUM,4.4,4,0,0,2
CVE-2023-36790,,HIGH,7.8,2,0,0,2
CVE-2021-44006,,HIGH,7.8,2,0,0,4
CVE-2024-21101,,LOW,2.2,4,0,0,1
CVE-2024-29798,,MEDIUM,6.5,2,0,0,1
CVE-2024-38568,,HIGH,7.8,10,0,0,1
CVE-2023-34381,,MEDIUM,5.3,1,0,0,1
CVE-2021-29824,,MEDIUM,4.3,6,0,0,3
CVE-2023-52653,,MEDIUM,5.5,8,0,0,1
CVE-2020-25573,,CRITICAL,9.8,4,0,0,5
CVE-2020-5180,,HIGH,7.8,2,0,0,5
CVE-2020-26114,,MEDIUM,6.1,2,0,0,5
CVE-2023-6272,,CRITICAL,9.8,2,0,0,2
CVE-2024-25124,,CRITICAL,9.4,16,0,0,1
CVE-2025-46393,,LOW,2.9,2,0,0,0
CVE-2021-29434,,MEDIUM,6.1,4,0,0,4
CVE-2023-44709,,CRITICAL,9.8,4,0,0,2
CVE-2021-1119,,HIGH,7.1,2,0,0,4
CVE-2021-43935,,HIGH,8.1,2,0,0,4
CVE-2024-7797,,HIGH,7.3,4,0,0,1
CVE-2025-57151,,HIGH,8.8,1,0,0,0
CVE-2025-54096,,MEDIUM,6.5,1,0,0,0
CVE-2023-0674,,MEDIUM,4.3,6,0,0,2
CVE-2025-32845,,HIGH,8.8,1,0,0,0
CVE-2024-41009,,MEDIUM,5.5,13,0,0,1
CVE-2024-51851,,MEDIUM,6.5,1,0,0,1
CVE-2024-33952,,MEDIUM,6.5,2,0,0,1
CVE-2022-22953,,MEDIUM,6.5,2,0,0,3
CVE-2023-36041,,HIGH,7.8,3,0,0,2
CVE-2020-8430,,MEDIUM,6.1,8,0,0,5
CVE-2023-47663,,MEDIUM,4.6,2,0,0,1
CVE-2025-23073,,LOW,3.5,2,0,0,0
CVE-2020-15418,,HIGH,7.5,4,0,0,5
CVE-2022-2970,,CRITICAL,10.0,2,0,0,3
CVE-2025-53177,,LOW,3.9,1,0,0,0
CVE-2024-6953,,MEDIUM,6.3,8,0,0,1
CVE-2023-37875,,LOW,3.0,2,0,0,2
CVE-2024-2683,,LOW,3.5,6,0,0,1
CVE-2020-35890,,HIGH,7.5,2,0,0,5
CVE-2025-10088,,LOW,3.5,5,0,0,0
CVE-2024-8041,,MEDIUM,6.5,2,0,0,1
CVE-2021-30461,,CRITICAL,9.8,2,0,0,4
CVE-2021-22341,,MEDIUM,4.9,2,0,0,4
CVE-2020-27293,,HIGH,7.8,4,0,0,4
CVE-2023-52032,,CRITICAL,9.8,2,0,0,1
CVE-2020-26214,,CRITICAL,9.1,12,0,0,5
CVE-2021-28245,,HIGH,7.5,2,0,0,4
CVE-2024-22036,,CRITICAL,9.1,2,0,0,0
CVE-2023-0788,,HIGH,8.1,5,0,0,2
CVE-2021-33439,,MEDIUM,5.5,4,0,0,3
CVE-2021-23803,,CRITICAL,9.8,6,0,0,4
CVE-2020-1896,,CRITICAL,9.8,4,0,0,4
CVE-2025-48292,,HIGH,8.1,1,0,0,0
CVE-2024-27780,,LOW,2.2,1,0,0,0
CVE-2020-15189,,MEDIUM,6.8,10,0,0,5
CVE-2024-24272,,HIGH,7.1,2,0,0,1
CVE-2023-2594,,HIGH,7.3,4,0,0,2
CVE-2025-9736,,LOW,3.5,9,0,0,0
CVE-2023-46022,,HIGH,7.8,2,0,0,2
CVE-2023-37541,,LOW,3.5,2,0,0,1
CVE-2024-57823,,CRITICAL,9.3,4,0,0,0
CVE-2023-52136,,MEDIUM,4.3,2,0,0,1
CVE-2024-1692,,MEDIUM,6.4,4,0,0,1
CVE-2022-50200,,HIGH,7.1,8,0,0,0
CVE-2024-12336,,MEDIUM,6.5,2,0,0,0
CVE-2024-50004,,MEDIUM,5.5,3,0,0,1
CVE-2020-26183,,MEDIUM,6.8,2,0,0,5
CVE-2024-13076,,LOW,3.5,5,0,0,1
CVE-2021-31755,,CRITICAL,9.8,3,0,0,4
CVE-2023-52799,,HIGH,7.8,18,0,0,1
CVE-2025-42955,,LOW,3.5,2,0,0,0
CVE-2020-35135,,HIGH,8.8,6,0,0,5
CVE-2020-27782,,HIGH,7.5,2,0,0,4
CVE-2023-31585,,CRITICAL,9.8,3,0,0,0
CVE-2020-24693,,LOW,3.3,2,0,0,5
CVE-2021-29912,,MEDIUM,5.4,4,0,0,4
CVE-2022-39059,,HIGH,7.5,2,0,0,2
CVE-2024-2616,,LOW,2.7,10,0,0,1
CVE-2022-0169,,CRITICAL,9.8,4,0,0,3
CVE-2020-6519,,MEDIUM,6.5,22,0,0,5
CVE-2022-47506,,HIGH,7.8,4,0,0,2
CVE-2024-32775,,MEDIUM,4.9,2,0,0,1
CVE-2025-27649,,CRITICAL,9.8,3,0,0,0
CVE-2023-21467,,MEDIUM,4.6,1,0,0,0
CVE-2025-0235,,MEDIUM,5.3,1,0,0,0
CVE-2020-17392,,HIGH,8.8,4,0,0,5
CVE-2024-54356,,MEDIUM,5.4,1,0,0,1
CVE-2023-23493,,LOW,3.3,4,0,0,2
CVE-2025-12195,,HIGH,7.2,1,0,0,0
CVE-2024-2707,,MEDIUM,6.3,6,0,0,1
CVE-2023-3189,,LOW,3.5,6,0,0,2
CVE-2024-50491,,CRITICAL,9.3,1,0,0,1
CVE-2020-35448,,LOW,3.3,8,0,0,5
CVE-2025-1171,,LOW,3.5,5,0,0,0
CVE-2022-0388,,MEDIUM,4.8,2,0,0,3
CVE-2021-35657,,HIGH,7.5,2,0,0,4
CVE-2025-10183,,CRITICAL,9.1,1,0,0,0
CVE-2024-57723,,MEDIUM,6.5,2,0,0,0
CVE-2023-45065,,HIGH,7.1,2,0,0,2
CVE-2021-34710,,HIGH,8.8,2,0,0,4
CVE-2022-28272,,HIGH,7.8,2,0,0,3
CVE-2020-6144,,CRITICAL,9.8,2,0,0,5
CVE-2024-36400,,CRITICAL,9.4,4,0,0,1
CVE-2021-21179,,HIGH,8.8,14,0,0,4
CVE-2025-5174,,MEDIUM,5.3,8,0,0,0
CVE-2025-8930,,MEDIUM,6.3,6,0,0,0
CVE-2022-48008,,CRITICAL,9.8,2,0,0,2
CVE-2020-0893,,MEDIUM,5.4,2,0,0,5
CVE-2024-9565,,HIGH,8.8,5,0,0,1
CVE-2025-5422,,MEDIUM,4.3,4,0,0,0
CVE-2024-13637,,MEDIUM,6.5,4,0,0,0
CVE-2025-10602,,MEDIUM,6.3,6,0,0,0
CVE-2023-50962,,MEDIUM,5.9,4,0,0,1
CVE-2024-11138,,LOW,2.7,4,0,0,1
CVE-2020-26422,,LOW,3.7,10,0,0,5
CVE-2023-2813,,MEDIUM,6.1,2,0,0,2
CVE-2025-62523,,MEDIUM,6.3,2,0,0,0
CVE-2021-21151,,CRITICAL,9.6,10,0,0,4
CVE-2022-4865,,CRITICAL,9.0,4,0,0,3
CVE-2023-35089,,MEDIUM,4.3,2,0,0,2
CVE-2022-26942,,HIGH,8.2,2,0,0,2
CVE-2025-7868,,LOW,3.5,6,0,0,0
CVE-2020-7961,,CRITICAL,9.8,11,0,0,5
CVE-2024-0359,,HIGH,7.3,6,0,0,1
CVE-2021-31512,,HIGH,7.8,4,0,0,4
CVE-2021-28429,,MEDIUM,5.5,2,0,0,2
CVE-2024-44844,,HIGH,8.8,1,0,0,1
CVE-2020-9929,,HIGH,7.1,2,0,0,5
CVE-2022-46720,,HIGH,8.6,4,0,0,2
CVE-2024-50487,,CRITICAL,9.8,1,0,0,1
CVE-2021-28169,,MEDIUM,5.3,48,0,0,4
CVE-2025-4441,,HIGH,8.8,5,0,0,0
CVE-2022-26341,,HIGH,8.2,2,0,0,3
CVE-2021-27825,,HIGH,7.5,4,0,0,2
CVE-2025-24354,,MEDIUM,5.3,2,0,0,0
CVE-2024-53822,,CRITICAL,10.0,1,0,0,1
CVE-2020-28440,,CRITICAL,9.8,2,0,0,5
CVE-2024-10967,,HIGH,7.3,5,0,0,1
CVE-2022-1850,,HIGH,8.1,4,0,0,3
CVE-2023-22782,,CRITICAL,9.8,2,0,0,2
CVE-2025-9114,,CRITICAL,9.8,2,0,0,0
CVE-2024-22719,,HIGH,8.1,2,0,0,1
CVE-2025-46383,,MEDIUM,6.1,1,0,0,0
CVE-2021-34220,,MEDIUM,6.1,2,0,0,4
CVE-2025-9815,,HIGH,7.8,7,0,0,0
CVE-2023-32997,,HIGH,8.8,2,0,0,2
CVE-2023-46509,,CRITICAL,9.8,2,0,0,2
CVE-2025-13339,,HIGH,7.5,2,0,0,0
CVE-2024-38993,,CRITICAL,9.8,2,0,0,1
CVE-2024-1962,,HIGH,8.8,2,0,0,1
CVE-2024-44973,,MEDIUM,5.5,2,0,0,1
CVE-2020-3258,,CRITICAL,9.8,2,0,0,5
CVE-2023-48770,,MEDIUM,6.5,2,0,0,2
CVE-2023-45246,,HIGH,7.1,2,0,0,2
CVE-2025-11522,,CRITICAL,9.8,2,0,0,0
CVE-2020-9477,,CRITICAL,9.8,4,0,0,5
CVE-2025-31632,,HIGH,8.1,1,0,0,0
CVE-2025-7425,,HIGH,7.8,37,0,0,0
CVE-2020-2272,,MEDIUM,4.3,4,0,0,5
CVE-2023-48236,,LOW,2.8,14,0,0,2
CVE-2021-40261,,MEDIUM,6.1,2,0,0,4
CVE-2024-39784,,CRITICAL,9.1,2,0,0,0
CVE-2022-24972,,MEDIUM,6.5,2,0,0,2
CVE-2022-24164,,HIGH,7.5,2,0,0,3
CVE-2025-34310,,MEDIUM,5.4,3,0,0,0
CVE-2025-41721,,LOW,2.7,1,0,0,0
CVE-2020-35761,,MEDIUM,5.4,2,0,0,4
CVE-2020-7311,,HIGH,7.8,2,0,0,5
CVE-2023-28974,,HIGH,7.4,2,0,0,2
CVE-2024-0823,,MEDIUM,5.4,4,0,0,1
CVE-2021-42285,,HIGH,7.8,2,0,0,4
CVE-2021-34174,,MEDIUM,4.6,4,0,0,4
CVE-2024-0184,,LOW,2.4,6,0,0,1
CVE-2021-46009,,CRITICAL,9.8,6,0,0,3
CVE-2025-31911,,CRITICAL,9.3,1,0,0,0
CVE-2022-28427,,CRITICAL,9.8,2,0,0,3
CVE-2021-0582,,MEDIUM,6.5,2,0,0,4
CVE-2024-35861,,HIGH,7.8,8,0,0,1
CVE-2025-7953,,LOW,3.5,5,0,0,0
CVE-2023-30909,,CRITICAL,9.8,2,0,0,2
CVE-2022-32902,,MEDIUM,5.5,6,0,0,2
CVE-2022-44759,,MEDIUM,4.6,1,0,0,0
CVE-2023-5228,,MEDIUM,4.8,2,0,0,2
CVE-2025-60109,,HIGH,8.5,1,0,0,0
CVE-2022-20040,,HIGH,7.8,2,0,0,3
CVE-2025-60155,,MEDIUM,5.3,1,0,0,0
CVE-2022-29317,,CRITICAL,9.8,2,0,0,3
CVE-2022-22462,,LOW,3.7,4,0,0,2
CVE-2024-20384,,MEDIUM,5.8,1,0,0,1
CVE-2022-35716,,MEDIUM,6.5,4,0,0,3
CVE-2024-9574,,CRITICAL,9.8,1,0,0,1
CVE-2025-12954,,LOW,2.7,1,0,0,0
CVE-2025-7951,,LOW,3.5,5,0,0,0
CVE-2023-2278,,CRITICAL,9.8,6,0,0,2
CVE-2024-55635,,MEDIUM,6.1,1,0,0,1
CVE-2025-14023,,LOW,3.1,1,0,0,0
CVE-2025-54532,,MEDIUM,4.3,1,0,0,0
CVE-2023-28574,,CRITICAL,9.0,2,0,0,2
CVE-2020-14268,,CRITICAL,9.8,2,0,0,5
CVE-2025-53030,,MEDIUM,6.0,1,0,0,0
CVE-2024-5879,,MEDIUM,6.4,3,0,0,1
CVE-2022-2772,,MEDIUM,6.3,2,0,0,3
CVE-2025-12415,,MEDIUM,6.1,4,0,0,0
CVE-2024-7297,,HIGH,8.8,2,0,0,1
CVE-2022-43231,,HIGH,7.2,2,0,0,3
CVE-2022-34963,,MEDIUM,5.4,10,0,0,3
CVE-2021-22236,,MEDIUM,5.5,4,0,0,4
CVE-2025-8828,,MEDIUM,6.3,8,0,0,0
CVE-2020-15328,,MEDIUM,5.3,4,0,0,3
CVE-2024-48069,,CRITICAL,9.8,2,0,0,1
CVE-2025-2481,,MEDIUM,6.1,3,0,0,0
CVE-2021-36954,,HIGH,8.8,2,0,0,4
CVE-2024-10628,,HIGH,7.5,5,0,0,0
CVE-2025-67515,,CRITICAL,9.8,1,0,0,0
CVE-2025-12931,,MEDIUM,6.3,5,0,0,0
CVE-2020-25119,,MEDIUM,4.8,2,0,0,5
CVE-2021-46461,,CRITICAL,9.8,6,0,0,3
CVE-2022-3098,,MEDIUM,4.3,2,0,0,3
CVE-2020-28024,,CRITICAL,9.8,2,0,0,4
CVE-2020-4816,,MEDIUM,5.9,4,0,0,4
CVE-2025-37776,,HIGH,7.0,4,0,0,0
CVE-2025-62168,,CRITICAL,10.0,3,0,0,0
CVE-2020-15239,,LOW,3.5,8,0,0,5
CVE-2024-22152,,HIGH,8.0,2,0,0,1
CVE-2025-48812,,MEDIUM,5.5,1,0,0,0
CVE-2022-1400,,HIGH,7.1,2,0,0,3
CVE-2022-49457,,MEDIUM,5.5,9,0,0,0
CVE-2020-15803,,MEDIUM,6.1,14,0,0,5
CVE-2025-64446,,CRITICAL,9.8,3,0,0,0
CVE-2025-7891,,MEDIUM,5.3,7,0,0,0
CVE-2022-40502,,HIGH,7.5,2,0,0,2
CVE-2024-45719,,LOW,2.6,2,0,0,1
CVE-2021-1663,,MEDIUM,5.5,2,0,0,4
CVE-2022-36460,,HIGH,7.8,2,0,0,3
CVE-2024-28680,,MEDIUM,6.1,2,0,0,1
CVE-2022-42767,,LOW,3.3,2,0,0,3
CVE-2024-38671,,MEDIUM,6.5,2,0,0,1
CVE-2022-42826,,HIGH,8.8,8,0,0,2
CVE-2023-6975,,CRITICAL,9.8,4,0,0,2
CVE-2020-19527,,CRITICAL,9.8,2,0,0,5
CVE-2022-23165,,MEDIUM,5.5,2,0,0,3
CVE-2025-61928,,CRITICAL,9.3,3,0,0,0
CVE-2022-40980,,CRITICAL,9.1,2,0,0,3
CVE-2024-50800,,MEDIUM,5.4,1,0,0,1
CVE-2023-46263,,CRITICAL,9.8,2,0,0,2
CVE-2021-22852,,HIGH,8.8,4,0,0,4
CVE-2023-21122,,HIGH,7.8,2,0,0,2
CVE-2021-38449,,CRITICAL,9.8,2,0,0,4
CVE-2022-49026,,HIGH,7.8,4,0,0,1
CVE-2024-55539,,LOW,2.5,1,0,0,1
CVE-2021-29627,,HIGH,7.8,4,0,0,4
CVE-2024-32167,,CRITICAL,9.1,2,0,0,1
CVE-2025-48046,,MEDIUM,5.3,1,0,0,0
CVE-2025-27889,,LOW,3.4,4,0,0,0
CVE-2020-2747,,MEDIUM,5.4,2,0,0,5
CVE-2022-46871,,HIGH,8.8,16,0,0,3
CVE-2020-12299,,HIGH,8.2,4,0,0,5
CVE-2024-9634,,CRITICAL,9.8,3,0,0,1
CVE-2022-32141,,MEDIUM,6.5,2,0,0,3
CVE-2020-1717,,LOW,2.7,4,0,0,4
CVE-2020-11112,,HIGH,8.8,16,0,0,5
CVE-2021-35683,,CRITICAL,9.9,2,0,0,3
CVE-2024-42489,,CRITICAL,10.0,3,0,0,1
CVE-2021-26732,,MEDIUM,6.5,4,0,0,3
CVE-2021-20256,,MEDIUM,5.3,2,0,0,4
CVE-2021-40088,,MEDIUM,5.4,2,0,0,4
CVE-2022-43107,,CRITICAL,9.8,2,0,0,3
CVE-2024-1061,,HIGH,8.6,2,0,0,1
CVE-2023-40685,,HIGH,7.4,4,0,0,2
CVE-2021-44377,,HIGH,7.7,2,0,0,3
CVE-2022-44669,,HIGH,7.0,2,0,0,3
CVE-2024-8076,,HIGH,8.8,4,0,0,1
CVE-2021-46580,,HIGH,7.8,4,0,0,3
CVE-2025-41018,,CRITICAL,9.8,1,0,0,0
CVE-2023-32657,,MEDIUM,5.3,2,0,0,2
CVE-2021-44192,,LOW,3.3,2,0,0,2
CVE-2024-43261,,CRITICAL,9.6,1,0,0,1
CVE-2020-7982,,HIGH,8.1,8,0,0,5
CVE-2023-25970,,CRITICAL,10.0,2,0,0,2
CVE-2024-47920,,HIGH,7.5,1,0,0,1
CVE-2025-22601,,LOW,3.1,1,0,0,0
CVE-2022-24411,,HIGH,7.8,2,0,0,3
CVE-2020-29565,,MEDIUM,6.1,12,0,0,5
CVE-2022-45059,,HIGH,7.5,8,0,0,3
CVE-2024-43954,,MEDIUM,6.3,1,0,0,1
CVE-2023-1378,,MEDIUM,6.3,6,0,0,2
CVE-2024-30321,,MEDIUM,5.9,2,0,0,1
CVE-2024-6839,,MEDIUM,5.3,2,0,0,0
CVE-2024-23617,,CRITICAL,9.6,2,0,0,1
CVE-2021-1230,,HIGH,8.6,2,0,0,4
CVE-2024-33965,,CRITICAL,9.8,1,0,0,1
CVE-2024-12309,,MEDIUM,5.3,2,0,0,1
CVE-2021-28607,,HIGH,7.8,2,0,0,4
CVE-2025-43573,,HIGH,7.8,1,0,0,0
CVE-2023-25759,,MEDIUM,5.4,4,0,0,2
CVE-2025-39574,,MEDIUM,6.5,1,0,0,0
CVE-2024-37950,,MEDIUM,5.9,2,0,0,1
CVE-2025-55795,,LOW,3.5,3,0,0,0
CVE-2025-32507,,HIGH,7.1,1,0,0,0
CVE-2022-26797,,HIGH,7.8,2,0,0,3
CVE-2023-0017,,CRITICAL,9.4,4,0,0,2
CVE-2024-11666,,CRITICAL,9.0,1,0,0,1
CVE-2024-51996,,HIGH,7.5,2,0,0,1
CVE-2022-34982,,CRITICAL,9.8,6,0,0,3
CVE-2021-24127,,MEDIUM,5.4,2,0,0,4
CVE-2024-40985,,MEDIUM,5.5,4,0,0,1
CVE-2025-8133,,MEDIUM,6.3,7,0,0,0
CVE-2025-65496,,MEDIUM,4.3,2,0,0,0
CVE-2023-3003,,MEDIUM,6.3,6,0,0,2
CVE-2023-49553,,HIGH,7.5,2,0,0,1
CVE-2022-20340,,LOW,3.3,2,0,0,3
CVE-2025-7895,,MEDIUM,6.3,3,0,0,0
CVE-2025-50675,,HIGH,7.8,3,0,0,0
CVE-2020-8803,,CRITICAL,9.8,6,0,0,5
CVE-2024-21169,,MEDIUM,6.5,2,0,0,1
CVE-2023-28804,,HIGH,8.2,2,0,0,2
CVE-2021-41798,,MEDIUM,6.1,10,0,0,4
CVE-2022-28918,,HIGH,8.1,2,0,0,3
CVE-2022-2020,,LOW,2.4,4,0,0,3
CVE-2022-28629,,HIGH,7.8,2,0,0,3
CVE-2025-5971,,MEDIUM,6.3,7,0,0,0
CVE-2025-8840,,MEDIUM,5.4,6,0,0,0
CVE-2024-25524,,CRITICAL,9.4,2,0,0,1
CVE-2024-5065,,HIGH,7.3,8,0,0,1
CVE-2024-58258,,HIGH,7.2,2,0,0,0
CVE-2024-4727,,LOW,3.5,8,0,0,1
CVE-2025-54789,,MEDIUM,6.1,3,0,0,0
CVE-2023-37068,,CRITICAL,9.8,3,0,0,2
CVE-2024-50254,,MEDIUM,5.5,2,0,0,1
CVE-2023-5382,,MEDIUM,6.5,4,0,0,2
CVE-2021-24172,,MEDIUM,4.3,2,0,0,4
CVE-2023-3689,,MEDIUM,6.3,4,0,0,2
CVE-2024-24774,,LOW,3.4,2,0,0,1
CVE-2020-21358,,MEDIUM,6.5,2,0,0,4
CVE-2025-59354,,MEDIUM,5.3,2,0,0,0
CVE-2024-23219,,MEDIUM,6.2,5,0,0,1
CVE-2025-47152,,MEDIUM,6.5,2,0,0,0
CVE-2023-24482,,CRITICAL,10.0,2,0,0,2
CVE-2023-4466,,LOW,2.7,10,0,0,2
CVE-2024-8606,,HIGH,8.8,1,0,0,1
CVE-2024-37307,,HIGH,7.9,14,0,0,1
CVE-2025-26341,,CRITICAL,9.8,1,0,0,0
CVE-2024-21417,,HIGH,8.8,2,0,0,1
CVE-2025-7085,,HIGH,8.8,6,0,0,0
CVE-2021-34770,,CRITICAL,10.0,2,0,0,4
CVE-2024-36156,,MEDIUM,5.4,2,0,0,1
CVE-2023-51678,,MEDIUM,4.3,2,0,0,1
CVE-2024-55452,,MEDIUM,5.4,2,0,0,1
CVE-2024-2395,,HIGH,7.3,4,0,0,1
CVE-2024-34218,,LOW,3.8,2,0,0,1
CVE-2022-0902,,HIGH,8.1,2,0,0,3
CVE-2024-42471,,HIGH,7.3,3,0,0,1
CVE-2022-38337,,CRITICAL,9.1,4,0,0,3
CVE-2021-30684,,HIGH,7.8,4,0,0,4
CVE-2021-24079,,MEDIUM,5.5,2,0,0,4
CVE-2024-20780,,MEDIUM,5.4,2,0,0,1
CVE-2021-20188,,HIGH,7.0,2,0,0,4
CVE-2025-21193,,MEDIUM,6.5,1,0,0,0
CVE-2023-41055,,HIGH,7.5,4,0,0,2
CVE-2020-15184,,LOW,3.7,4,0,0,5
CVE-2023-26560,,MEDIUM,6.5,4,0,0,2
CVE-2022-2814,,LOW,3.5,4,0,0,3
CVE-2020-28403,,HIGH,8.0,5,0,0,4
CVE-2024-10997,,MEDIUM,6.3,4,0,0,1
CVE-2024-41149,,HIGH,7.8,3,0,0,0
CVE-2024-52882,,MEDIUM,6.1,2,0,0,0
CVE-2020-14416,,MEDIUM,4.2,10,0,0,5
CVE-2021-27210,,MEDIUM,6.5,2,0,0,4
CVE-2023-31019,,HIGH,7.8,2,0,0,2
CVE-2022-3453,,LOW,3.5,2,0,0,3
CVE-2023-23573,,MEDIUM,4.4,2,0,0,2
CVE-2025-29064,,CRITICAL,9.8,2,0,0,0
CVE-2021-37912,,CRITICAL,9.8,2,0,0,4
CVE-2024-56716,,MEDIUM,5.5,8,0,0,1
CVE-2025-49553,,CRITICAL,9.3,1,0,0,0
CVE-2020-12864,,MEDIUM,4.3,10,0,0,5
CVE-2021-40762,,MEDIUM,5.5,2,0,0,3
CVE-2020-15989,,MEDIUM,5.5,16,0,0,5
CVE-2023-46303,,HIGH,7.5,5,0,0,2
CVE-2024-30558,,HIGH,7.1,2,0,0,1
CVE-2020-28040,,MEDIUM,4.3,14,0,0,5
CVE-2025-11734,,MEDIUM,5.4,2,0,0,0
CVE-2022-23986,,HIGH,7.5,4,0,0,3
CVE-2025-9834,,LOW,3.5,6,0,0,0
CVE-2023-30763,,HIGH,7.2,2,0,0,2
CVE-2020-7712,,HIGH,7.2,44,0,0,5
CVE-2024-20041,,MEDIUM,4.4,2,0,0,1
CVE-2025-24539,,HIGH,7.1,1,0,0,0
CVE-2022-0017,,HIGH,7.0,2,0,0,3
CVE-2023-27523,,MEDIUM,5.0,2,0,0,2
CVE-2022-1783,,LOW,2.7,6,0,0,3
CVE-2023-3855,,LOW,3.5,4,0,0,2
CVE-2023-48752,,HIGH,7.1,2,0,0,2
