cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2024-13979,2025-08-27 22:15:33.070,0.25,9.3,CRITICAL,7,1,0,0,0,0,sql injection vulnerability exists st joe erp system erp allows unauthenticated remote attackers execute arbitrary sql commands via crafted http post requests login endpoint application fails properly sanitize user supplied input before incorporating into sql queries enabling direct manipulation backend database successful exploitation may result unauthorized data access modification records limited disruption service affected range undefined exploitation evidence first observed shadowserver foundation utc,93.0
CVE-2024-13980,2025-08-27 22:15:33.250,0.25,10.0,CRITICAL,6,1,0,0,0,0,h3c intelligent management center imc versions up including e0632h07 contains remote command execution vulnerability byod index xhtml endpoint improper handling jsf viewstate allows unauthenticated attackers craft post requests forged javax faces viewstate parameters potentially leading arbitrary command execution flaw does not require authentication may exploited without session cookies affected range undefined exploitation evidence first observed shadowserver foundation utc,100.0
CVE-2024-13981,2025-08-27 22:15:33.423,0.25,10.0,CRITICAL,7,1,0,0,0,0,livebos object oriented business architecture middleware suite developed apex software co ltd contains arbitrary file upload vulnerability uploadfile do js jsp endpoint flaw affects livebos server component allows unauthenticated remote attackers upload crafted files outside intended directory structure via path traversal filename parameter successful exploitation may lead remote code execution server enabling full system compromise vulnerability presumed affect builds august said remediated newer versions though exact affected range remains undefined exploitation evidence first observed shadowserver foundation utc,100.0
CVE-2024-13982,2025-08-27 22:15:33.610,0.25,8.7,HIGH,3,1,0,0,0,0,spon ip network broadcast system digital audio transmission platform developed spon communications contains arbitrary file read vulnerability rj get token php endpoint flaw arises insufficient input validation jsondata url parameter allows attackers perform directory traversal access sensitive files server unauthenticated remote attacker can exploit vulnerability sending crafted post request read arbitrary files potentially exposing system configuration credentials internal logic affected range undefined,87.0
CVE-2024-13984,2025-08-27 22:15:33.777,0.25,10.0,CRITICAL,4,1,0,0,0,0,qianxin tianqing management center versions up including contain path traversal vulnerability rptsvr component allows unauthenticated attackers upload files arbitrary locations server rptsvr upload endpoint fails sanitize filename parameter multipart form data requests enabling path traversal allows attackers place executable files web accessible directories potentially leading remote code execution exploitation evidence first observed shadowserver foundation utc,100.0
CVE-2024-13985,2025-08-27 22:15:33.960,0.25,10.0,CRITICAL,8,1,0,0,0,0,command injection vulnerability dahua eims versions allows unauthenticated remote attackers execute arbitrary system commands via capture handle action interface flaw stems improper input validation capturecommand parameter processed without sanitization authentication sending crafted http requests attackers can inject os level commands executed server leading full system compromise exploitation evidence first observed shadowserver foundation utc,100.0
CVE-2024-13986,2025-08-28 16:15:32.883,0.25,8.7,HIGH,4,1,0,0,0,0,nagios xi 2024r1 contains remote code execution vulnerability chaining two flaws arbitrary file upload path traversal core config snapshots interface issue arises insufficient validation file paths extensions during mib upload snapshot rename operations exploitation results placement attacker controlled php files web accessible directory executed www data user,87.0
CVE-2024-13987,2025-08-29 08:15:31.050,0.24,5.9,MEDIUM,1,1,0,0,0,0,improper neutralization input during web page generation cross site scripting vulnerability synology radius server allows remote authenticated users administrator privileges read write limited files srm conduct limited denial service via unspecified vectors,59.0
CVE-2024-20652,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows html platforms security feature bypass vulnerability,30.0
CVE-2024-20653,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft common log file system elevation privilege vulnerability,30.0
CVE-2024-20654,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft odbc driver remote code execution vulnerability,30.0
CVE-2024-20655,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft online certificate status protocol ocsp remote code execution vulnerability,30.0
CVE-2024-20656,,0.24,6.5,MEDIUM,0,0,0,0,0,0,visual studio elevation privilege vulnerability,30.0
CVE-2024-20657,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows group policy elevation privilege vulnerability,30.0
CVE-2024-20658,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft virtual hard disk elevation privilege vulnerability,30.0
CVE-2024-20660,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft message queuing information disclosure vulnerability,30.0
CVE-2024-20661,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft message queuing msmq denial service vulnerability,30.0
CVE-2024-20662,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows online certificate status protocol ocsp information disclosure vulnerability,30.0
CVE-2024-20663,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows message queuing client msmqc information disclosure,30.0
CVE-2024-20664,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft message queuing information disclosure vulnerability,30.0
CVE-2024-20666,,0.24,6.5,MEDIUM,0,0,1,0,0,1,bitlocker security feature bypass vulnerability,30.0
CVE-2024-20672,,0.24,6.5,MEDIUM,0,0,0,0,0,0,net denial service vulnerability,30.0
CVE-2024-20674,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows kerberos security feature bypass vulnerability,30.0
CVE-2024-20675,,0.24,6.5,MEDIUM,0,0,0,0,0,0,microsoft edge chromium based security feature bypass vulnerability,30.0
CVE-2024-20676,,0.24,6.5,MEDIUM,0,0,0,0,0,0,azure storage mover remote code execution vulnerability,30.0
CVE-2024-20677,,0.24,6.5,MEDIUM,0,0,1,0,0,1,security vulnerability exists fbx could lead remote code execution mitigate vulnerability ability insert fbx files has been disabled word excel powerpoint outlook windows mac versions office had feature enabled will no longer have access includes office office office ltsc mac microsoft february ability insert fbx files has also been disabled 3d viewer 3d models office documents previously inserted fbx file will continue work expected unless link file option chosen insert time change effective january security,30.0
CVE-2024-20680,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows message queuing client msmqc information disclosure,30.0
CVE-2024-20681,,0.24,6.5,MEDIUM,0,0,1,1,0,2,windows subsystem linux elevation privilege vulnerability,30.0
CVE-2024-20682,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows cryptographic services remote code execution vulnerability,30.0
CVE-2024-20683,,0.24,6.5,MEDIUM,0,0,1,0,0,1,win32k elevation privilege vulnerability,30.0
CVE-2024-20686,,0.24,6.5,MEDIUM,0,0,1,0,0,1,win32k elevation privilege vulnerability,30.0
CVE-2024-20687,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft alljoyn api denial service vulnerability,30.0
CVE-2024-20690,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows nearby sharing spoofing vulnerability,30.0
CVE-2024-20691,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows themes information disclosure vulnerability,30.0
CVE-2024-20692,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft local security authority subsystem service information disclosure vulnerability,30.0
CVE-2024-20694,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows coremessaging information disclosure vulnerability,30.0
CVE-2024-20696,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows libarchive remote code execution vulnerability,30.0
CVE-2024-20697,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows libarchive remote code execution vulnerability,30.0
CVE-2024-20698,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows kernel elevation privilege vulnerability,30.0
CVE-2024-20699,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows hyper denial service vulnerability,30.0
CVE-2024-20700,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows hyper remote code execution vulnerability,30.0
CVE-2024-20709,,0.24,6.5,MEDIUM,0,0,0,0,0,0,acrobat reader t5 msft edge versions earlier affected improper input validation vulnerability unauthenticated attacker could leverage vulnerability achieve application denial service context current user exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20710,,0.24,6.5,MEDIUM,0,0,1,0,0,1,adobe substance 3d stager versions earlier affected out bounds read vulnerability could lead disclosure sensitive memory attacker could leverage vulnerability bypass mitigations such aslr exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20711,,0.24,6.5,MEDIUM,0,0,1,0,0,1,adobe substance 3d stager versions earlier affected out bounds read vulnerability could lead disclosure sensitive memory attacker could leverage vulnerability bypass mitigations such aslr exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20712,,0.24,6.5,MEDIUM,0,0,1,0,0,1,adobe substance 3d stager versions earlier affected out bounds read vulnerability could lead disclosure sensitive memory attacker could leverage vulnerability bypass mitigations such aslr exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20713,,0.24,6.5,MEDIUM,0,0,1,0,0,1,adobe substance 3d stager versions earlier affected out bounds read vulnerability could lead disclosure sensitive memory attacker could leverage vulnerability bypass mitigations such aslr exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20714,,0.24,6.5,MEDIUM,0,0,1,0,0,1,adobe substance 3d stager versions earlier affected out bounds read vulnerability could lead disclosure sensitive memory attacker could leverage vulnerability bypass mitigations such aslr exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20715,,0.24,6.5,MEDIUM,0,0,1,0,0,1,adobe substance 3d stager versions earlier affected out bounds read vulnerability could lead disclosure sensitive memory attacker could leverage vulnerability bypass mitigations such aslr exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20721,,0.24,6.5,MEDIUM,0,0,0,0,0,0,acrobat reader t5 msft edge versions earlier affected improper input validation vulnerability unauthenticated attacker could leverage vulnerability achieve application denial service context current user exploitation issue requires user interaction victim must open malicious file,30.0
CVE-2024-20802,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper access control vulnerability samsung dex smr jan release allows owner access other users notification multi user environment,30.0
CVE-2024-20803,,0.24,6.5,MEDIUM,0,0,0,0,1,1,improper authentication vulnerability bluetooth pairing process smr jan release allows remote attackers establish pairing process without user interaction,30.0
CVE-2024-20804,,0.24,6.5,MEDIUM,0,0,0,0,1,1,path traversal vulnerability fileuriconverter myfiles smr jan release android android android allows local attackers write arbitrary file,30.0
CVE-2024-20805,,0.24,6.5,MEDIUM,0,0,0,0,1,1,path traversal vulnerability zipcompressor myfiles smr jan release android android android allows local attackers write arbitrary file,30.0
CVE-2024-20806,,0.24,6.5,MEDIUM,0,0,0,0,1,1,improper access control notification service smr jan release allows local attacker access notification data,30.0
CVE-2024-20807,,0.24,6.5,MEDIUM,0,0,0,0,0,0,implicit intent hijacking vulnerability samsung email allows local attacker get sensitive information,30.0
CVE-2024-20808,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper access control vulnerability nearby device scanning allows local attacker access data,30.0
CVE-2024-20809,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper access control vulnerability nearby device scanning allows local attacker access data,30.0
CVE-2024-21305,,0.24,6.5,MEDIUM,0,0,1,0,0,1,hypervisor protected code integrity hvci security feature bypass vulnerability,30.0
CVE-2024-21306,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft bluetooth driver spoofing vulnerability,30.0
CVE-2024-21307,,0.24,6.5,MEDIUM,0,0,1,0,0,1,remote desktop client remote code execution vulnerability,30.0
CVE-2024-21309,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows kernel mode driver elevation privilege vulnerability,30.0
CVE-2024-21310,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows cloud files mini filter driver elevation privilege vulnerability,30.0
CVE-2024-21311,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows cryptographic services information disclosure vulnerability,30.0
CVE-2024-21312,,0.24,6.5,MEDIUM,0,0,1,0,0,1,net framework denial service vulnerability,30.0
CVE-2024-21313,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows tcp ip information disclosure vulnerability,30.0
CVE-2024-21314,,0.24,6.5,MEDIUM,0,0,1,0,0,1,microsoft message queuing information disclosure vulnerability,30.0
CVE-2024-21316,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows server key distribution service security feature bypass,30.0
CVE-2024-21318,,0.24,6.5,MEDIUM,0,0,0,0,0,0,microsoft sharepoint server remote code execution vulnerability,30.0
CVE-2024-21319,,0.24,6.5,MEDIUM,0,0,0,0,0,0,microsoft identity denial service vulnerability,30.0
CVE-2024-21320,,0.24,6.5,MEDIUM,0,0,1,0,0,1,windows themes spoofing vulnerability,30.0
CVE-2024-21325,,0.24,6.5,MEDIUM,0,0,0,0,0,0,microsoft printer metadata troubleshooter tool remote code execution vulnerability,30.0
CVE-2024-21337,,0.24,6.5,MEDIUM,0,0,0,0,0,0,microsoft edge chromium based elevation privilege vulnerability,30.0
CVE-2024-21585,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper handling exceptional conditions vulnerability bgp session processing juniper networks junos os junos os evolved allows unauthenticated network based attacker using specific timing outside attacker control flap bgp sessions cause routing protocol daemon rpd process crash restart leading denial service dos condition continued bgp session flapping will create sustained denial service dos condition issue only affects routers configured non stop routing nsr enabled graceful restart gr helper mode enabled default also required issue exploitable note nsr not supported srx series therefore not affected vulnerability when bgp session flaps nsr enabled router device enters gr helper llgr helper mode due peer having negotiated gr llgr restarter capability backup bgp requests replication gr llgr helper session master bgp schedules initiates replication gr llgr stale routes backup bgp state if bgp session bgp peer comes up again unsolicited replication initiated peer without cleaning up ongoing gr llgr helper mode replication parallel two instances replication same peer leads assert if bgp session flaps again issue affects juniper networks junos os all versions earlier than 4r3 s9 versions earlier than 2r3 s7 versions earlier than 3r3 s5 versions earlier than 4r3 s5 versions earlier than 1r3 s4 versions earlier than 2r3 s3 versions earlier than 3r3 s1 versions earlier than 4r2 s2 4r3 versions earlier than 2r1 s1 2r2 juniper networks junos os evolved all versions earlier than 3r3 s5 evo versions earlier than 4r3 s5 evo versions earlier than 1r3 s4 evo versions earlier than 2r3 s3 evo versions earlier than 3r3 s1 evo versions earlier than 4r2 s2 evo 4r3 evo versions earlier than 2r1 s1 evo 2r2 evo,30.0
CVE-2024-21587,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper handling exceptional conditions vulnerability broadband edge subscriber management daemon bbe smgd juniper networks junos os mx series allows attacker directly connected vulnerable system who repeatedly flaps dhcp subscriber sessions cause slow memory leak ultimately leading denial service dos memory can only recovered manually restarting bbe smgd issue only occurs if bfd liveness detection dhcp subscribers enabled systems without bfd liveness detection enabled not vulnerable issue indication issue can observed periodically executing show system processes extensive command will indicate increase memory allocation bbe smgd small amount memory leaked every time dhcp subscriber logs will become visible over time ultimately leading memory starvation user junos show system processes extensive match bbe smgd root 415m 201m select bbe smgd bbe smgd root 415m 201m select bbe smgd bbe smgd user junos show system processes extensive match bbe smgd root 420m 208m select bbe smgd bbe smgd root 420m 208m select bbe smgd bbe smgd issue affects juniper networks junos os mx series all versions earlier than 4r3 s9 versions earlier than 2r3 s7 versions earlier than 3r3 s5 versions earlier than 4r3 s5 versions earlier than 1r3 s4 versions earlier than 2r3 s3 versions earlier than 3r3 s2 versions earlier than 4r2 s2 4r3 versions earlier than 2r1 s1 2r2,30.0
CVE-2024-21589,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper access control vulnerability juniper networks paragon active assurance control center allows unauthenticated network based attacker access reports without authenticating potentially containing sensitive configuration information feature introduced paragon active assurance control center allows users selectively share account data exploiting vulnerability possible access reports without being logged resulting opportunity malicious exfiltration user data note paragon active assurance control center saas offering not affected issue issue affects juniper networks paragon active assurance versions issue does not affect juniper networks paragon active assurance versions earlier than,30.0
CVE-2024-21591,,0.24,6.5,MEDIUM,0,0,0,0,0,0,out bounds write vulnerability web juniper networks junos os srx series ex series allows unauthenticated network based attacker cause denial service dos remote code execution rce obtain root privileges device issue caused use insecure function allowing attacker overwrite arbitrary memory issue affects juniper networks junos os srx series ex series junos os versions earlier than 4r3 s9 junos os versions earlier than 2r3 s7 junos os versions earlier than 3r3 s5 junos os versions earlier than 4r3 s5 junos os versions earlier than 1r3 s4 junos os versions earlier than 2r3 s3 junos os versions earlier than 3r3 s2 junos os versions earlier than 4r2 s2 4r3,30.0
CVE-2024-21594,,0.24,6.5,MEDIUM,0,0,0,0,0,0,heap based buffer overflow vulnerability network services daemon nsd juniper networks junos os allows authenticated low privileged local attacker cause denial service dos srx series device when executing specific command repeatedly memory corrupted leads flow processing daemon flowd crash nsd process has restarted restore services if issue occurs can checked following command user host request security policies check following log message can also observed error policies out sync pfe node fpc pic issue affects juniper networks junos os srx series all versions earlier than 4r3 s6 versions earlier than 1r3 s5 versions earlier than 2r3 s4 versions earlier than 3r3 s3 versions earlier than 4r3 s3 versions earlier than 1r3 s1 versions earlier than 2r3 versions earlier than 3r2,30.0
CVE-2024-21595,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper validation syntactic correctness input vulnerability packet forwarding engine pfe juniper networks junos os allows network based unauthenticated attacker cause denial service dos if attacker sends high rate specific icmp traffic device vxlan configured causes deadlock pfe results device becoming unresponsive manual restart will required recover device issue only affects ex4100 ex4400 ex4600 qfx5000 series devices issue affects juniper networks junos os 4r3 versions earlier than 4r3 s4 1r3 versions earlier than 1r3 s3 2r2 versions earlier than 2r3 s1 versions earlier than 3r2 s2 3r3 versions earlier than 4r2 versions earlier than 1r2,30.0
CVE-2024-21596,,0.24,6.5,MEDIUM,0,0,0,0,0,0,heap based buffer overflow vulnerability routing protocol daemon rpd juniper networks junos os junos os evolved allows unauthenticated network based attacker cause denial service dos if attacker sends specific bgp message device will cause memory overwrite therefore rpd crash restart backup routing engine re continued receipt these packets will cause sustained denial service dos condition backup re primary re not impacted issue there no impact traffic issue only affects devices nsr enabled note nsr not supported srx series therefore not affected vulnerability issue requires attacker have established bgp session system affected issue issue affects both ebgp ibgp implementations issue affects juniper networks junos os all versions earlier than 4r3 s9 versions earlier than 2r3 s7 versions earlier than 3r3 s5 versions earlier than 4r3 s5 versions earlier than 1r3 s4 versions earlier than 2r3 s2 versions earlier than 3r3 s1 versions earlier than 4r2 s2 4r3 versions earlier than 1r2 versions earlier than 2r1 s2 2r2 juniper networks junos os evolved all versions earlier than 3r3 s5 evo evo versions earlier than 4r3 s5 evo evo versions earlier than 1r3 s4 evo evo versions earlier than 2r3 s2 evo evo versions later than 3r1 evo evo versions earlier than 4r2 s2 evo 4r3 evo evo versions earlier than 1r2 evo evo versions earlier than 2r1 s2 evo 2r2 evo,30.0
CVE-2024-21597,,0.24,6.5,MEDIUM,0,0,0,0,0,0,exposure resource wrong sphere vulnerability packet forwarding engine pfe juniper networks junos os mx series allows unauthenticated network based attacker bypass intended access restrictions abstracted fabric af scenario if routing instances ri configured specific valid traffic destined device can bypass configured lo0 firewall filters received wrong ri context issue affects juniper networks junos os mx series all versions earlier than 4r3 s9 versions earlier than 2r3 s3 versions earlier than 4r3 s5 versions earlier than 1r3 versions earlier than 2r3 versions earlier than 3r2,30.0
CVE-2024-21599,,0.24,6.5,MEDIUM,0,0,0,0,0,0,missing release memory after effective lifetime vulnerability packet forwarding engine pfe juniper networks junos os mx series allows adjacent unauthenticated attacker cause denial service dos if mx series device receives ptp packets mpc3e doesn support ptp causes memory leak will result unpredictable behavior ultimately mpc crash restart monitor issue please use following fpc vty level commands show heap shows increase lan buffer utilization show clksync ptp nbr upd info shows non zero pending pfes counter issue affects juniper networks junos os mx series mpc3e all versions earlier than 4r3 s3 versions earlier than 1r3 s4 versions earlier than 2r3 versions earlier than 3r2 s1 3r3 versions earlier than 4r2 versions earlier than 1r2,30.0
CVE-2024-21600,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper neutralization equivalent special elements vulnerability packet forwarding engine pfe juniper networks junos os ptx series allows unauthenticated adjacent attacker cause denial service dos when mpls packets meant sent flexible tunnel interface fti if fti tunnel down these will hit reject nh due packets get sent cpu cause host path wedge condition will cause fpc hang requires manual restart recover please note issue specifically affects ptx1000 ptx3000 ptx5000 fpc3 ptx10002 60c ptx10008 lc110x other ptx series devices line cards lc not affected following log message can seen when issue occurs cmerror op set host loopback host loopback wedge detected path id uri fpc pfe cm host loopback host loopback make cmerror id issue affects juniper networks junos os all versions earlier than 4r3 s8 versions earlier than 1r3 s4 versions earlier than 2r3 s6 versions earlier than 3r3 s3 versions earlier than 4r3 s5 versions earlier than 1r2 s2 1r3 versions earlier than 2r2 s1 2r3,30.0
CVE-2024-21601,,0.24,6.5,MEDIUM,0,0,0,0,0,0,concurrent execution using shared resource improper synchronization race condition vulnerability flow processing daemon flowd juniper networks junos os srx series allows unauthenticated network based attacker cause denial service dos srx series devices when two different threads try simultaneously process queue used tcp events flowd will crash one these threads can not triggered externally so exploitation race condition outside attackers direct control continued exploitation issue will lead sustained dos issue affects juniper networks junos os versions earlier than 2r3 s5 versions earlier than 3r3 s5 versions earlier than 4r3 s4 versions earlier than 1r3 s3 versions earlier than 2r3 s1 versions earlier than 3r2 s2 3r3 versions earlier than 4r2 s1 4r3 issue does not affect juniper networks junos os versions earlier than 2r1,30.0
CVE-2024-21602,,0.24,6.5,MEDIUM,0,0,0,0,0,0,null pointer dereference vulnerability juniper networks junos os evolved acx7024 acx7100 32c acx7100 48l allows unauthenticated network based attacker cause denial service dos if specific ipv4 udp packet received sent routing engine re packetio crashes restarts causes momentary traffic interruption continued receipt such packets will lead sustained dos issue does not happen ipv6 packets issue affects juniper networks junos os evolved acx7024 acx7100 32c acx7100 48l evo versions earlier than 4r3 s6 evo evo versions earlier than 1r3 s5 evo evo versions earlier than 2r2 s1 evo 2r3 evo evo versions earlier than 3r2 evo issue does not affect juniper networks junos os evolved versions earlier than 4r1 evo,30.0
CVE-2024-21603,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper check unusual exceptional conditions vulnerability kernel juniper network junos os mx series allows network based attacker low privileges cause denial service if scaled configuration source class usage scu destination class usage dcu more than route classes present scu dcu statistics gathered executing specific snmp requests cli commands vmcore re kernel will seen leads device restart continued exploitation issue will lead sustained dos issue only affects mx series devices mpc10 mpc11 lc9600 mx304 no other mx series devices affected issue affects juniper networks junos os all versions earlier than 4r3 s9 versions earlier than 2r3 s6 versions earlier than 3r3 s5 versions earlier than 4r3 versions earlier than 1r3 versions earlier than 2r2 versions earlier than 3r2,30.0
CVE-2024-21604,,0.24,6.5,MEDIUM,0,0,0,0,0,0,allocation resources without limits throttling vulnerability kernel juniper networks junos os evolved allows unauthenticated network based attacker cause denial service dos if high rate specific valid packets processed routing engine re will lead loss connectivity re other components chassis thereby complete persistent system outage please note carefully designed lo0 firewall filter will block limit these packets should prevent issue occurring following log messages can seen when issue occurs kernel nf conntrack nf conntrack table full dropping packet issue affects juniper networks junos os evolved all versions earlier than 4r3 s7 evo 2r1 evo later versions evo versions earlier than 4r3 s5 evo evo versions earlier than 1r3 s2 evo evo versions earlier than 2r3 evo evo versions earlier than 3r2 evo evo versions earlier than 4r2 evo,30.0
CVE-2024-21606,,0.24,6.5,MEDIUM,0,0,0,0,0,0,double free vulnerability flow processing daemon flowd juniper networks junos os srx series allows network based unauthenticated attacker cause denial service dos remote access vpn scenario if tcp encap profile configured sequence specific packets received flowd crash restart will observed issue affects juniper networks junos os srx series all versions earlier than 4r3 s8 versions earlier than 2r3 s6 versions earlier than 3r3 s5 versions earlier than 4r3 s5 versions earlier than 1r3 s3 versions earlier than 2r3 s3 versions earlier than 3r3 s1 versions earlier than 4r2 s2 4r3,30.0
CVE-2024-21607,,0.24,6.5,MEDIUM,0,0,0,0,0,0,unsupported feature ui vulnerability juniper networks junos os mx series ex9200 series allows unauthenticated network based attacker cause partial impact integrity device if tcp reset option added reject action ipv6 filter matches payload protocol packets permitted instead rejected happens because payload protocol match criteria not supported kernel filter causing accept all packets without taking any other action fix payload protocol match will treated same next header match avoid filter bypass issue doesn affect ipv4 firewall filters issue affects juniper networks junos os mx series ex9200 series all versions earlier than 4r3 s7 versions earlier than 1r3 s5 versions earlier than 2r3 s5 versions earlier than 3r3 s4 versions earlier than 4r3 s4 versions earlier than 1r3 s2 versions earlier than 2r3 s2 versions earlier than 3r2 s2 3r3 versions earlier than 4r1 s2 4r2 s2 4r3,30.0
CVE-2024-21611,,0.24,6.5,MEDIUM,0,0,0,0,0,0,missing release memory after effective lifetime vulnerability routing protocol daemon rpd juniper networks junos os junos os evolved allows unauthenticated network based attacker cause denial service dos juniper flow monitoring jflow scenario route churn causes bgp next hops updated will cause slow memory leak eventually crash restart rpd thread level memory utilization areas where leak occurs can checked using below command user host show task memory detail match so so in6 so issue affects junos os versions earlier than 4r3 versions earlier than 1r3 versions earlier than 2r3 junos os evolved evo versions earlier than 4r3 evo evo versions earlier than 1r3 evo evo versions earlier than 2r3 evo issue does not affect juniper networks junos os versions earlier than 4r1 juniper networks junos os evolved versions earlier than 4r1,30.0
CVE-2024-21612,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper handling syntactically invalid structure vulnerability object flooding protocol ofp service juniper networks junos os evolved allows unauthenticated network based attacker cause denial service dos all junos os evolved platforms when specific tcp packets received open ofp port ofp crashes leading restart routine engine re continuous receipt these specific tcp packets will lead sustained denial service dos condition issue affects juniper networks junos os evolved all versions earlier than 2r3 s7 evo versions earlier than 3r3 s5 evo versions earlier than 4r3 s5 evo versions earlier than 1r3 s4 evo versions earlier than 2r3 s3 evo versions earlier than 3r3 evo versions earlier than 4r2 evo 4r3 evo,30.0
CVE-2024-21613,,0.24,6.5,MEDIUM,0,0,0,0,0,0,missing release memory after effective lifetime vulnerability routing protocol daemon rpd juniper networks junos os junos os evolved allows unauthenticated adjacent attacker cause rpd crash leading denial service dos all junos os junos os evolved platforms when traffic engineering enabled ospf isis link flaps patroot memory leak observed memory leak over time will lead rpd crash restart memory usage can monitored using below command user host show task memory detail match patroot issue affects juniper networks junos os all versions earlier than 2r3 s3 versions earlier than 3r3 s5 versions earlier than 4r3 s3 versions earlier than 1r3 versions earlier than 2r3 juniper networks junos os evolved all versions earlier than 3r3 s5 evo versions earlier than 4r3 evo versions earlier than 1r3 evo versions earlier than 2r3 evo,30.0
CVE-2024-21614,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper check unusual exceptional conditions vulnerability routing protocol daemon rpd juniper networks junos os junos os evolved allows network based unauthenticated attacker cause rpd crash leading denial service dos all junos os junos os evolved platforms when netconf grpc enabled specific query executed via dynamic rendering drend rpd will crash restart continuous execution specific query will cause sustained denial service dos condition issue affects juniper networks junos os versions earlier than 2r2 s2 2r3 versions earlier than 3r2 3r3 juniper networks junos os evolved versions earlier than 2r2 s2 evo 2r3 evo versions earlier than 3r2 evo 3r3 evo issue does not affect juniper networks junos os versions earlier than 2r1 junos os evolved versions earlier than 2r1 evo,30.0
CVE-2024-21616,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper validation syntactic correctness input vulnerability packet forwarding engine pfe juniper networks junos os allows unauthenticated network based attacker cause denial service dos all junos os mx series srx series platforms when sip alg enabled specific sip packet received processed nat ip allocation fails genuine traffic causes denial service dos continuous receipt specific sip alg packet will cause sustained dos condition nat ip usage can monitored running following command user srx show security nat resource usage source pool pool name source pool name address factor index port range used avail total usage single ports alg ports issue affects juniper networks junos os mx series srx series all versions earlier than 2r3 s6 versions earlier than 3r3 s5 versions earlier than 4r3 s5 versions earlier than 1r3 s4 versions earlier than 2r3 s3 versions earlier than 3r3 s1 versions earlier than 4r2 s2 4r3 versions earlier than 2r1 s1 2r2,30.0
CVE-2024-21617,,0.24,6.5,MEDIUM,0,0,0,0,0,0,incomplete cleanup vulnerability nonstop active routing nsr component juniper networks junos os allows adjacent unauthenticated attacker cause memory leak leading denial service dos all junos os platforms when nsr enabled bgp flap will cause memory leak manual reboot system will restore services note nsr not supported srx series therefore not affected vulnerability memory usage can monitored using below commands user host show chassis routing engine no forwarding user host show system memory no more issue affects juniper networks junos os versions earlier than 2r3 s5 versions earlier than 3r3 s4 versions earlier than 4r3 s4 versions earlier than 1r3 s2 versions earlier than 2r3 s2 versions earlier than 3r2 s1 3r3 versions earlier than 4r1 s2 4r2 issue does not affect junos os versions earlier than 4r3 s7,30.0
